"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BPCL","2012-08-16","589","597","580","589","0.00","5166"
"BPCL","2012-08-19","589","602","580","599","1.70","9742"
"BPCL","2012-08-21","599","620","600","616","2.84","3167"
"BPCL","2012-08-22","616","640","621","640","3.90","1007"
"BPCL","2012-08-23","640","668","640","652","1.88","6120"
"BPCL","2012-08-26","652","665","639","651","-0.15","2770"
"BPCL","2012-08-27","651","658","650","658","1.08","5881"
"BPCL","2012-08-28","658","675","657","661","0.46","2979"
"BPCL","2012-08-29","661","674","661","662","0.15","1520"
"BPCL","2012-08-30","662","670","662","665","0.45","3250"
"BPCL","2012-09-02","665","689","670","682","2.56","4120"
"BPCL","2012-09-03","682","691","675","685","0.44","539"
"BPCL","2012-09-04","685","696","683","685","0.00","2300"
"BPCL","2012-09-05","685","680","670","670","-2.19","1630"
"BPCL","2012-09-06","670","692","673","690","2.99","710"
"BPCL","2012-09-09","690","697","681","695","0.72","1148"
"BPCL","2012-09-10","695","691","682","689","-0.86","1200"
"BPCL","2012-09-11","689","690","677","689","0.00","462"
"BPCL","2012-09-12","689","690","682","690","0.15","1300"
"BPCL","2012-09-13","690","685","680","685","-0.72","900"
"BPCL","2012-09-16","685","696","686","689","0.58","750"
"BPCL","2012-09-17","689","705","689","705","2.32","722"
"BPCL","2012-09-18","705","745","707","745","5.67","1016"
"BPCL","2012-09-19","745","735","710","710","-4.70","500"
"BPCL","2012-09-20","710","706","706","706","-0.56","100"
"BPCL","2012-09-23","706","710","696","697","-1.27","4920"
"BPCL","2012-09-24","697","695","690","695","-0.29","2649"
"BPCL","2012-09-25","695","703","690","703","1.15","7711"
"BPCL","2012-09-26","703","714","700","714","1.56","4262"
"BPCL","2012-09-27","714","714","714","714","0.00","500"
"BPCL","2012-09-30","714","723","705","723","1.26","5331"
"BPCL","2012-10-01","723","725","717","725","0.28","924"
"BPCL","2012-10-02","725","735","728","733","1.10","2797"
"BPCL","2012-10-03","733","738","730","733","0.00","1761"
"BPCL","2012-10-04","733","750","734","748","2.05","2414"
"BPCL","2012-10-07","748","792","762","790","5.61","2179"
"BPCL","2012-10-08","790","795","770","770","-2.53","5090"
"BPCL","2012-10-09","770","769","750","750","-2.60","3411"
"BPCL","2012-10-10","750","755","754","754","0.53","400"
"BPCL","2012-10-11","754","750","741","750","-0.53","1717"
"BPCL","2012-10-14","750","755","750","752","0.27","450"
"BPCL","2012-10-15","752","755","755","755","0.40","879"
"BPCL","2012-10-17","755","779","770","779","3.18","170"
"BPCL","2012-10-18","779","770","770","770","-1.16","300"
"BPCL","2012-10-30","770","780","770","780","1.30","510"
"BPCL","2012-10-31","780","800","780","794","1.79","4950"
"BPCL","2012-11-01","794","795","789","795","0.13","1460"
"BPCL","2012-11-04","795","792","786","788","-0.88","3200"
"BPCL","2012-11-05","788","793","777","790","0.25","3757"
"BPCL","2012-11-06","790","800","785","788","-0.25","2325"
"BPCL","2012-11-07","788","810","790","799","1.40","5812"
"BPCL","2012-11-08","799","816","795","800","0.13","3628"
"BPCL","2012-11-11","800","808","791","795","-0.62","1887"
"BPCL","2012-11-12","795","800","789","796","0.13","2528"
"BPCL","2012-11-18","796","805","785","805","1.13","5288"
"BPCL","2012-11-20","805","835","800","835","3.73","11011"
"BPCL","2012-11-21","835","832","805","820","-1.80","8884"
"BPCL","2012-11-22","820","825","813","819","-0.12","6384"
"BPCL","2012-11-25","819","846","819","819","0.00","5231"
"BPCL","2012-11-26","819","807","807","807","-1.47","1674"
"BPCL","2012-11-27","807","815","790","790","-2.11","3893"
"BPCL","2012-11-28","790","791","781","787","-0.38","2892"
"BPCL","2012-11-29","787","781","780","781","-0.76","1235"
"BPCL","2012-12-02","781","777","733","733","-6.15","1149"
"BPCL","2012-12-03","733","719","692","700","-4.50","1167"
"BPCL","2012-12-04","700","742","714","728","4.00","1633"
"BPCL","2012-12-05","728","750","740","740","1.65","2413"
"BPCL","2012-12-09","740","735","730","735","-0.68","213"
"BPCL","2012-12-11","735","725","721","725","-1.36","730"
"BPCL","2012-12-13","725","785","739","785","8.28","1570"
"BPCL","2012-12-16","785","814","794","800","1.91","4069"
"BPCL","2012-12-17","800","820","794","794","-0.75","4330"
"BPCL","2012-12-18","794","806","800","800","0.76","342"
"BPCL","2012-12-19","800","802","787","787","-1.62","1261"
"BPCL","2012-12-20","787","802","783","800","1.65","5471"
"BPCL","2012-12-26","800","812","800","800","0.00","4087"
"BPCL","2012-12-27","800","805","805","805","0.62","100"
"BPCL","2012-12-31","805","805","800","805","0.00","700"
"BPCL","2013-01-01","805","805","805","805","0.00","100"
"BPCL","2013-01-07","805","805","805","805","0.00","347"
"BPCL","2013-01-09","805","810","810","810","0.62","100"
"BPCL","2013-01-10","810","810","800","805","-0.62","778"
"BPCL","2013-01-13","805","808","804","805","0.00","872"
"BPCL","2013-01-15","805","800","800","800","-0.62","100"
"BPCL","2013-01-17","800","800","800","800","0.00","806"
"BPCL","2013-01-20","800","784","784","784","-2.00","536"
"BPCL","2013-01-23","784","790","790","790","0.77","55"
"BPCL","2013-01-24","790","785","780","780","-1.27","400"
"BPCL","2013-02-05","780","770","770","770","-1.28","121"
"BPCL","2013-02-07","770","763","750","763","-0.91","12150"
"BPCL","2013-02-10","763","750","750","750","-1.70","200"
"BPCL","2013-02-12","750","765","760","760","1.33","142"
"BPCL","2013-02-13","760","770","765","770","1.32","400"
"BPCL","2013-02-17","770","790","785","790","2.60","210"
"BPCL","2013-02-19","790","807","805","805","1.90","760"
"BPCL","2013-02-20","805","803","803","803","-0.25","400"
"BPCL","2013-02-21","803","799","798","798","-0.62","700"
"BPCL","2013-02-24","798","783","780","780","-2.26","300"
"BPCL","2013-02-25","780","775","775","775","-0.64","54"
"BPCL","2013-02-26","775","805","790","805","3.87","537"
"BPCL","2013-03-03","805","821","803","803","-0.25","223"
"BPCL","2013-03-05","803","790","790","790","-1.62","220"
"BPCL","2013-03-06","790","789","789","789","-0.13","180"
"BPCL","2013-03-07","789","775","775","775","-1.77","105"
"BPCL","2013-03-11","775","775","760","760","-1.94","3451"
"BPCL","2013-03-14","760","775","760","775","1.97","754"
"BPCL","2013-03-17","775","772","760","765","-1.29","5968"
"BPCL","2013-03-18","765","755","745","755","-1.31","310"
"BPCL","2013-03-19","755","760","735","760","0.66","9566"
"BPCL","2013-03-20","760","760","748","760","0.00","3724"
"BPCL","2013-03-21","760","770","762","762","0.26","543"
"BPCL","2013-03-24","762","755","755","755","-0.92","74"
"BPCL","2013-03-25","755","775","760","775","2.65","335"
"BPCL","2013-03-27","775","765","760","765","-1.29","150"
"BPCL","2013-03-28","765","760","760","760","-0.65","500"
"BPCL","2013-04-01","760","760","760","760","0.00","40"
"BPCL","2013-04-02","760","772","755","755","-0.66","250"
"BPCL","2013-04-03","755","755","740","755","0.00","818"
"BPCL","2013-04-04","755","760","740","740","-1.99","11097"
"BPCL","2013-04-07","740","750","750","750","1.35","2657"
"BPCL","2013-04-08","750","764","750","760","1.33","564"
"BPCL","2013-04-09","760","770","750","770","1.32","955"
"BPCL","2013-04-11","770","775","775","775","0.65","50"
"BPCL","2013-04-15","775","769","769","769","-0.77","200"
"BPCL","2013-04-16","769","773","757","757","-1.56","1355"
"BPCL","2013-04-17","757","770","770","770","1.72","50"
"BPCL","2013-04-22","770","755","755","755","-1.95","10"
"BPCL","2013-04-23","755","750","750","750","-0.66","224"
"BPCL","2013-04-25","750","750","749","750","0.00","2156"
"BPCL","2013-04-28","750","750","750","750","0.00","2786"
"BPCL","2013-04-29","750","765","758","765","2.00","210"
"BPCL","2013-04-30","765","765","750","754","-1.44","2099"
"BPCL","2013-05-02","754","750","739","750","-0.53","1897"
"BPCL","2013-05-07","750","745","740","740","-1.33","500"
"BPCL","2013-05-08","740","740","740","740","0.00","100"
"BPCL","2013-05-12","740","740","740","740","0.00","1080"
"BPCL","2013-05-13","740","750","745","750","1.35","3536"
"BPCL","2013-05-14","750","765","751","751","0.13","1342"
"BPCL","2013-05-15","751","760","751","760","1.20","1630"
"BPCL","2013-05-16","760","760","758","758","-0.26","900"
"BPCL","2013-05-19","758","765","765","765","0.92","100"
"BPCL","2013-05-20","765","765","760","765","0.00","1250"
"BPCL","2013-05-21","765","770","770","770","0.65","100"
"BPCL","2013-05-22","770","760","760","760","-1.30","632"
"BPCL","2013-05-23","760","763","760","763","0.39","226"
"BPCL","2013-05-26","763","760","760","760","-0.39","7600"
"BPCL","2013-05-27","760","764","760","760","0.00","1402"
"BPCL","2013-05-28","760","765","761","761","0.13","800"
"BPCL","2013-05-30","761","776","770","770","1.18","970"
"BPCL","2013-06-02","770","765","765","765","-0.65","76"
"BPCL","2013-06-04","765","770","770","770","0.65","83"
"BPCL","2013-06-05","770","800","775","800","3.90","1800"
"BPCL","2013-06-06","800","795","785","785","-1.88","1177"
"BPCL","2013-06-10","785","795","775","795","1.27","3467"
"BPCL","2013-06-12","795","795","780","795","0.00","250"
"BPCL","2013-06-13","795","780","780","780","-1.89","100"
"BPCL","2013-06-16","780","765","765","765","-1.92","14106"
"BPCL","2013-06-17","765","778","778","778","1.70","12"
"BPCL","2013-06-18","778","789","789","789","1.41","100"
"BPCL","2013-06-19","789","776","775","775","-1.77","406"
"BPCL","2013-06-20","775","788","780","788","1.68","176"
"BPCL","2013-06-25","788","790","780","790","0.25","399"
"BPCL","2013-06-26","790","775","760","760","-3.80","12100"
"BPCL","2013-06-27","760","790","775","790","3.95","1010"
"BPCL","2013-06-30","790","775","775","775","-1.90","100"
"BPCL","2013-07-01","775","789","789","789","1.81","26"
"BPCL","2013-07-02","789","786","786","786","-0.38","116"
"BPCL","2013-07-03","786","799","790","790","0.51","336"
"BPCL","2013-07-04","790","786","785","785","-0.63","204"
"BPCL","2013-07-07","785","795","795","795","1.27","5000"
"BPCL","2013-07-08","795","795","780","785","-1.26","840"
"BPCL","2013-07-10","785","775","770","775","-1.27","704"
"BPCL","2013-07-11","775","780","760","780","0.65","3591"
"BPCL","2013-07-14","780","785","770","785","0.64","500"
"BPCL","2013-07-15","785","830","775","830","5.73","1106"
"BPCL","2013-07-16","830","846","784","785","-5.42","3307"
"BPCL","2013-07-17","785","799","792","792","0.89","40"
"BPCL","2013-07-18","792","810","797","797","0.63","693"
"BPCL","2013-07-21","797","812","797","798","0.13","2590"
"BPCL","2013-07-22","798","800","799","799","0.13","120"
"BPCL","2013-07-23","799","800","798","798","-0.13","1624"
"BPCL","2013-07-24","798","831","798","820","2.76","8296"
"BPCL","2013-07-25","820","852","820","840","2.44","5588"
"BPCL","2013-07-28","840","884","840","877","4.40","6670"
"BPCL","2013-07-29","877","894","880","880","0.34","7290"
"BPCL","2013-07-30","880","915","850","900","2.27","7035"
"BPCL","2013-07-31","900","925","912","915","1.67","3376"
"BPCL","2013-08-01","915","925","910","919","0.44","973"
"BPCL","2013-08-04","919","937","917","917","-0.22","1020"
"BPCL","2013-08-05","917","901","882","882","-3.82","1414"
"BPCL","2013-08-06","882","890","884","884","0.23","118"
"BPCL","2013-08-07","884","890","890","890","0.68","100"
"BPCL","2013-08-08","890","900","882","882","-0.90","1400"
"BPCL","2013-08-11","882","880","880","880","-0.23","699"
"BPCL","2013-08-12","880","880","880","880","0.00","749"
"BPCL","2013-08-13","880","884","871","871","-1.02","219"
"BPCL","2013-08-14","871","869","840","840","-3.56","294"
"BPCL","2013-08-19","840","835","835","835","-0.60","100"
"BPCL","2013-08-20","835","819","803","803","-3.83","250"
"BPCL","2013-08-25","803","789","789","789","-1.74","60"
"BPCL","2013-08-26","789","815","780","810","2.66","7921"
"BPCL","2013-08-27","810","841","820","841","3.83","2235"
"BPCL","2013-08-29","841","840","840","840","-0.12","431"
"BPCL","2013-09-01","840","850","845","845","0.60","1500"
"BPCL","2013-09-02","845","853","850","853","0.95","600"
"BPCL","2013-09-03","853","850","838","840","-1.52","636"
"BPCL","2013-09-04","840","830","830","830","-1.19","100"
"BPCL","2013-09-08","830","814","814","814","-1.93","250"
"BPCL","2013-09-10","814","800","800","800","-1.72","200"
"BPCL","2013-09-11","800","790","790","790","-1.25","743"
"BPCL","2013-09-12","790","810","805","810","2.53","280"
"BPCL","2013-09-15","810","800","800","800","-1.23","394"
"BPCL","2013-09-16","800","800","800","800","0.00","457"
"BPCL","2013-09-17","800","805","799","805","0.62","186"
"BPCL","2013-09-19","805","806","789","789","-1.99","1313"
"BPCL","2013-09-22","789","790","782","782","-0.89","512"
"BPCL","2013-09-23","782","792","790","791","1.15","884"
"BPCL","2013-09-29","791","816","800","816","3.16","71"
"BPCL","2013-09-30","816","800","795","795","-2.57","250"
"BPCL","2013-10-01","795","791","785","790","-0.63","650"
"BPCL","2013-10-07","790","790","780","782","-1.01","2265"
"BPCL","2013-10-10","782","795","795","795","1.66","150"
"BPCL","2013-10-17","795","805","799","800","0.63","1036"
"BPCL","2013-10-20","800","805","800","805","0.62","1504"
"BPCL","2013-10-21","805","810","795","795","-1.24","3150"
"BPCL","2013-10-22","795","800","793","800","0.63","464"
"BPCL","2013-10-23","800","800","800","800","0.00","500"
"BPCL","2013-10-24","800","790","790","790","-1.25","200"
"BPCL","2013-10-27","790","782","780","782","-1.01","274"
"BPCL","2013-10-30","782","780","780","780","-0.26","221"
"BPCL","2013-10-31","780","780","780","780","0.00","74"
"BPCL","2013-11-07","780","775","775","775","-0.64","200"
"BPCL","2013-11-13","775","800","790","800","3.23","200"
"BPCL","2013-11-14","800","815","801","801","0.12","213"
"BPCL","2013-11-24","801","881","817","881","9.99","8008"
"BPCL","2013-11-25","881","920","875","907","2.95","7359"
"BPCL","2013-11-26","907","927","892","921","1.54","4045"
"BPCL","2013-11-27","921","935","905","921","0.00","8002"
"BPCL","2013-11-28","921","938","920","926","0.54","2681"
"BPCL","2013-12-01","926","982","944","982","6.05","5767"
"BPCL","2013-12-02","982","1010","980","999","1.73","9298"
"BPCL","2013-12-03","999","1050","1000","1045","4.60","11632"
"BPCL","2013-12-04","1045","1144","1065","1100","5.26","4922"
"BPCL","2013-12-05","1100","1150","1045","1045","-5.00","11406"
"BPCL","2013-12-08","1045","1096","1054","1075","2.87","3739"
"BPCL","2013-12-09","1075","1080","1050","1052","-2.14","8067"
"BPCL","2013-12-10","1052","1068","1045","1055","0.29","2485"
"BPCL","2013-12-11","1055","1065","1050","1050","-0.47","2994"
"BPCL","2013-12-12","1050","1060","1030","1052","0.19","7500"
"BPCL","2013-12-15","1052","1081","1055","1081","2.76","6520"
"BPCL","2013-12-16","1081","1146","1102","1146","6.01","455"
"BPCL","2013-12-18","1146","1214","1168","1210","5.58","1823"
"BPCL","2013-12-19","1210","1234","1141","1234","1.98","4358"
"BPCL","2013-12-22","1234","1225","1160","1180","-4.38","2364"
"BPCL","2013-12-23","1180","1178","1150","1150","-2.54","14998"
"BPCL","2013-12-24","1150","1150","1110","1145","-0.43","4841"
"BPCL","2013-12-26","1145","1198","1160","1170","2.18","4747"
"BPCL","2013-12-29","1170","1170","1140","1140","-2.56","2177"
"BPCL","2013-12-31","1140","1135","1130","1135","-0.44","2237"
"BPCL","2014-01-01","1135","1130","1113","1120","-1.32","1726"
"BPCL","2014-01-02","1120","1120","1090","1110","-0.89","3104"
"BPCL","2014-01-05","1110","1145","1115","1135","2.25","2152"
"BPCL","2014-01-06","1135","1141","1100","1110","-2.20","4395"
"BPCL","2014-01-07","1110","1130","1100","1130","1.80","1661"
"BPCL","2014-01-08","1130","1150","1140","1140","0.88","600"
"BPCL","2014-01-09","1140","1159","1145","1155","1.32","2347"
"BPCL","2014-01-12","1155","1206","1175","1192","3.20","5094"
"BPCL","2014-01-13","1192","1200","1170","1200","0.67","1805"
"BPCL","2014-01-14","1200","1320","1205","1320","10.00","13868"
"BPCL","2014-01-16","1320","1426","1339","1346","1.97","13410"
"BPCL","2014-01-19","1346","1400","1347","1372","1.93","5221"
"BPCL","2014-01-20","1372","1385","1352","1352","-1.46","1012"
"BPCL","2014-01-21","1352","1366","1320","1325","-2.00","1327"
"BPCL","2014-01-22","1325","1365","1270","1270","-4.15","3699"
"BPCL","2014-01-23","1270","1295","1270","1282","0.94","1489"
"BPCL","2014-01-26","1282","1300","1257","1265","-1.33","3279"
"BPCL","2014-01-27","1265","1269","1245","1250","-1.19","1641"
"BPCL","2014-01-28","1250","1249","1225","1225","-2.00","1053"
"BPCL","2014-01-29","1225","1268","1225","1250","2.04","10563"
"BPCL","2014-02-02","1250","1304","1260","1277","2.16","12980"
"BPCL","2014-02-03","1277","1305","1270","1270","-0.55","6988"
"BPCL","2014-02-04","1270","1260","1240","1245","-1.97","8551"
"BPCL","2014-02-06","1245","821","790","821","-34.06","220"
"BPCL","2014-02-09","821","837","837","837","1.95","44"
"BPCL","2014-02-10","837","904","853","890","6.33","705"
"BPCL","2014-02-11","890","907","890","890","0.00","600"
"BPCL","2014-02-12","890","928","895","926","4.04","2101"
"BPCL","2014-02-13","926","944","911","930","0.43","743"
"BPCL","2014-02-17","930","948","931","945","1.61","753"
"BPCL","2014-02-18","945","963","945","963","1.90","998"
"BPCL","2014-02-20","963","980","955","980","1.77","284"
"BPCL","2014-02-23","980","997","966","966","-1.43","404"
"BPCL","2014-02-24","966","948","947","947","-1.97","350"
"BPCL","2014-02-25","947","945","912","912","-3.70","400"
"BPCL","2014-03-26","912","894","877","877","-3.84","180"
"BPCL","2014-03-27","877","860","860","860","-1.94","400"
"BPCL","2014-04-01","860","843","843","843","-1.98","10"
"BPCL","2014-04-02","843","827","759","805","-4.51","5501"
"BPCL","2014-04-03","805","843","770","800","-0.62","17539"
"BPCL","2014-04-06","800","814","780","800","0.00","10672"
"BPCL","2014-04-07","800","814","794","794","-0.75","1583"
"BPCL","2014-04-09","794","810","800","800","0.76","13979"
"BPCL","2014-04-10","800","810","800","800","0.00","1409"
"BPCL","2014-04-13","800","805","786","800","0.00","2579"
"BPCL","2014-04-15","800","814","789","789","-1.38","1384"
"BPCL","2014-04-16","789","804","790","790","0.13","1009"
"BPCL","2014-04-17","790","800","795","798","1.01","1000"
"BPCL","2014-04-20","798","813","790","791","-0.88","2308"
"BPCL","2014-04-21","791","789","774","774","-2.15","2331"
"BPCL","2014-04-22","774","776","775","775","0.13","920"
"BPCL","2014-04-23","775","780","770","780","0.65","3945"
"BPCL","2014-04-27","780","815","795","795","1.92","3845"
"BPCL","2014-04-28","795","791","785","785","-1.26","800"
"BPCL","2014-04-29","785","790","785","790","0.64","311"
"BPCL","2014-04-30","790","790","780","785","-0.63","1019"
"BPCL","2014-05-04","785","791","780","780","-0.64","2518"
"BPCL","2014-05-05","780","781","775","781","0.13","682"
"BPCL","2014-05-06","781","781","771","775","-0.77","2410"
"BPCL","2014-05-07","775","786","755","775","0.00","2709"
"BPCL","2014-05-11","775","766","745","766","-1.16","1800"
"BPCL","2014-05-12","766","766","740","740","-3.39","2752"
"BPCL","2014-05-13","740","765","740","755","2.03","3319"
"BPCL","2014-05-15","755","760","750","756","0.13","1848"
"BPCL","2014-05-18","756","770","755","770","1.85","1596"
"BPCL","2014-05-19","770","772","765","769","-0.13","2098"
"BPCL","2014-05-20","769","773","758","765","-0.52","1671"
"BPCL","2014-05-21","765","772","765","772","0.92","1000"
"BPCL","2014-05-22","772","776","760","760","-1.55","3231"
"BPCL","2014-05-25","760","780","775","775","1.97","1400"
"BPCL","2014-05-26","775","765","750","760","-1.94","4624"
"BPCL","2014-05-27","760","766","750","766","0.79","14600"
"BPCL","2014-05-28","766","800","770","800","4.44","2646"
"BPCL","2014-06-01","800","785","760","760","-5.00","3642"
"BPCL","2014-06-02","760","798","765","780","2.63","4202"
"BPCL","2014-06-03","780","782","770","771","-1.15","3656"
"BPCL","2014-06-04","771","778","778","778","0.91","620"
"BPCL","2014-06-05","778","785","770","775","-0.39","3118"
"BPCL","2014-06-08","775","785","760","760","-1.94","1350"
"BPCL","2014-06-09","760","770","765","765","0.66","1698"
"BPCL","2014-06-10","765","766","760","766","0.13","2116"
"BPCL","2014-06-11","766","781","775","775","1.17","2771"
"BPCL","2014-06-12","775","770","750","750","-3.23","1124"
"BPCL","2014-06-15","750","775","765","770","2.67","3596"
"BPCL","2014-06-16","770","780","770","774","0.52","6789"
"BPCL","2014-06-17","774","795","760","770","-0.52","5725"
"BPCL","2014-06-18","770","790","775","778","1.04","1794"
"BPCL","2014-06-19","778","777","765","777","-0.13","1847"
"BPCL","2014-06-23","777","775","760","760","-2.19","2060"
"BPCL","2014-06-24","760","771","765","770","1.32","1369"
"BPCL","2014-06-25","770","778","775","775","0.65","871"
"BPCL","2014-06-26","775","779","775","775","0.00","650"
"BPCL","2014-06-29","775","780","770","771","-0.52","1600"
"BPCL","2014-06-30","771","770","756","756","-1.95","4790"
"BPCL","2014-07-01","756","759","750","759","0.40","2331"
"BPCL","2014-07-02","759","770","757","762","0.40","4668"
"BPCL","2014-07-03","762","838","775","838","9.97","27915"
"BPCL","2014-07-06","838","900","854","870","3.82","37234"
"BPCL","2014-07-07","870","904","868","885","1.72","24973"
"BPCL","2014-07-08","885","900","871","880","-0.56","22248"
"BPCL","2014-07-09","880","880","860","860","-2.27","5790"
"BPCL","2014-07-10","860","870","858","864","0.47","7501"
"BPCL","2014-07-13","864","933","860","860","-0.46","7323"
"BPCL","2014-07-14","860","860","845","853","-0.81","5270"
"BPCL","2014-07-15","853","860","839","839","-1.64","3759"
"BPCL","2014-07-16","839","880","840","859","2.38","18139"
"BPCL","2014-07-17","859","897","870","880","2.44","13944"
"BPCL","2014-07-20","880","918","882","890","1.14","18314"
"BPCL","2014-07-21","890","907","880","885","-0.56","9027"
"BPCL","2014-07-22","885","888","866","874","-1.24","6536"
"BPCL","2014-07-23","874","907","879","888","1.60","15685"
"BPCL","2014-07-24","888","891","872","875","-1.46","5158"
"BPCL","2014-07-27","875","895","880","886","1.26","4709"
"BPCL","2014-07-28","886","890","875","890","0.45","1566"
"BPCL","2014-07-30","890","886","875","880","-1.12","7967"
"BPCL","2014-07-31","880","890","870","884","0.45","12873"
"BPCL","2014-08-03","884","867","815","820","-7.24","9880"
"BPCL","2014-08-04","820","822","799","800","-2.44","7394"
"BPCL","2014-08-05","800","832","810","824","3.00","8963"
"BPCL","2014-08-06","824","841","825","839","1.82","2929"
"BPCL","2014-08-07","839","845","830","845","0.72","5920"
"BPCL","2014-08-12","845","845","824","835","-1.18","2514"
"BPCL","2014-08-13","835","851","821","821","-1.68","2962"
"BPCL","2014-08-14","821","830","825","830","1.10","971"
"BPCL","2014-08-18","830","835","820","825","-0.60","1667"
"BPCL","2014-08-19","825","810","796","796","-3.52","2758"
"BPCL","2014-08-20","796","805","792","800","0.50","475"
"BPCL","2014-08-21","800","790","750","769","-3.88","3515"
"BPCL","2014-08-24","769","758","738","738","-4.03","2701"
"BPCL","2014-08-25","738","740","716","716","-2.98","800"
"BPCL","2014-08-26","716","740","706","706","-1.40","3273"
"BPCL","2014-08-27","706","750","715","735","4.11","6247"
"BPCL","2014-08-28","735","759","745","759","3.27","3556"
"BPCL","2014-08-31","759","761","711","711","-6.32","3150"
"BPCL","2014-09-01","711","703","675","701","-1.41","7690"
"BPCL","2014-09-03","701","721","707","720","2.71","589"
"BPCL","2014-09-04","720","710","692","709","-1.53","4093"
"BPCL","2014-09-07","709","700","672","672","-5.22","2060"
"BPCL","2014-09-09","672","700","672","685","1.93","8246"
"BPCL","2014-09-10","685","710","671","683","-0.29","7017"
"BPCL","2014-09-11","683","683","650","660","-3.37","10400"
"BPCL","2014-09-14","660","673","660","673","1.97","2669"
"BPCL","2014-09-15","673","678","670","676","0.45","3064"
"BPCL","2014-09-16","676","680","675","676","0.00","553"
"BPCL","2014-09-17","676","673","655","660","-2.37","5178"
"BPCL","2014-09-21","640","655","630","652","1.88","4281"
"BPCL","2014-09-22","652","655","645","649","-0.46","2195"
"BPCL","2014-09-23","649","650","638","650","0.15","3940"
"BPCL","2014-09-24","650","650","637","650","0.00","2800"
"BPCL","2014-09-28","650","645","644","644","-0.92","2121"
"BPCL","2014-09-29","644","673","640","660","2.48","7184"
"BPCL","2014-09-30","660","700","673","680","3.03","3427"
"BPCL","2014-10-08","680","680","644","644","-5.29","1024"
"BPCL","2014-10-09","644","656","645","656","1.86","1250"
"BPCL","2014-10-12","656","654","640","654","-0.30","3568"
"BPCL","2014-10-13","654","673","660","661","1.07","4475"
"BPCL","2014-10-14","661","664","650","650","-1.66","2200"
"BPCL","2014-10-15","650","665","650","665","2.31","7140"
"BPCL","2014-10-16","665","691","678","690","3.76","1193"
"BPCL","2014-10-19","690","681","677","681","-1.30","800"
"BPCL","2014-10-20","681","670","650","660","-3.08","9532"
"BPCL","2014-10-21","660","656","650","650","-1.52","2000"
"BPCL","2014-10-22","650","665","650","665","2.31","11333"
"BPCL","2014-10-26","665","674","638","674","1.35","21580"
"BPCL","2014-10-27","674","686","673","679","0.74","3233"
"BPCL","2014-10-28","679","679","665","665","-2.06","1883"
"BPCL","2014-10-30","665","670","660","670","0.75","4184"
"BPCL","2014-11-02","670","675","671","674","0.60","633"
"BPCL","2014-11-03","674","661","636","650","-3.56","1977"
"BPCL","2014-11-04","650","637","637","637","-2.00","133"
"BPCL","2014-11-05","637","653","645","648","1.73","5601"
"BPCL","2014-11-06","648","651","648","650","0.31","1300"
"BPCL","2014-11-09","650","656","643","652","0.31","2505"
"BPCL","2014-11-10","652","654","645","645","-1.07","1298"
"BPCL","2014-11-11","645","657","645","654","1.40","1250"
"BPCL","2014-11-12","654","641","635","640","-2.14","2762"
"BPCL","2014-11-13","640","640","630","630","-1.56","1446"
"BPCL","2014-11-16","630","630","618","630","0.00","7100"
"BPCL","2014-11-17","630","618","606","606","-3.81","518"
"BPCL","2014-11-18","606","618","596","600","-0.99","3646"
"BPCL","2014-11-19","600","612","595","595","-0.83","759"
"BPCL","2014-11-20","595","620","606","620","4.20","2340"
"BPCL","2014-11-23","620","651","620","620","0.00","2329"
"BPCL","2014-11-24","620","628","616","628","1.29","1872"
"BPCL","2014-11-25","628","640","623","623","-0.80","700"
"BPCL","2014-11-30","623","625","625","625","0.32","2217"
"BPCL","2014-12-01","625","620","601","601","-3.84","1403"
"BPCL","2014-12-02","601","602","590","595","-1.00","3920"
"BPCL","2014-12-03","595","606","591","592","-0.50","2183"
"BPCL","2014-12-04","592","595","580","588","-0.68","6343"
"BPCL","2014-12-07","588","585","581","581","-1.19","4408"
"BPCL","2014-12-08","581","575","540","550","-5.34","8417"
"BPCL","2014-12-09","550","565","561","565","2.73","1350"
"BPCL","2014-12-10","565","576","559","565","0.00","2220"
"BPCL","2014-12-11","565","575","570","571","1.06","1513"
"BPCL","2014-12-14","571","598","582","598","4.73","1600"
"BPCL","2014-12-15","598","590","578","587","-1.84","953"
"BPCL","2014-12-16","587","598","576","598","1.87","3189"
"BPCL","2014-12-17","598","595","585","595","-0.50","1413"
"BPCL","2014-12-18","595","598","588","592","-0.50","1740"
"BPCL","2014-12-21","592","581","581","581","-1.86","243"
"BPCL","2014-12-22","581","582","572","572","-1.55","927"
"BPCL","2014-12-23","572","562","554","560","-2.10","2265"
"BPCL","2014-12-24","560","571","560","560","0.00","1450"
"BPCL","2014-12-28","560","585","571","585","4.46","3434"
"BPCL","2014-12-31","585","574","574","574","-1.88","500"
"BPCL","2015-01-01","574","563","555","555","-3.31","1405"
"BPCL","2015-01-04","555","566","562","566","1.98","803"
"BPCL","2015-01-07","566","617","577","610","7.77","1162"
"BPCL","2015-01-08","610","605","605","605","-0.82","533"
"BPCL","2015-01-11","605","610","600","600","-0.83","483"
"BPCL","2015-01-12","600","612","610","610","1.67","163"
"BPCL","2015-01-14","610","605","605","605","-0.82","800"
"BPCL","2015-01-18","605","606","605","605","0.00","293"
"BPCL","2015-01-19","605","620","600","616","1.82","40148"
