"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BPCL","2019-01-13","369","373","369","371","0.54","960"
"BPCL","2019-01-14","371","375","365","375","1.08","1740"
"BPCL","2019-01-15","375","393","370","393","4.80","1547"
"BPCL","2019-01-16","393","398","372","375","-4.58","3426"
"BPCL","2019-01-17","375","378","370","378","0.80","1831"
"BPCL","2019-01-20","378","378","369","370","-2.12","1110"
"BPCL","2019-01-21","370","371","368","368","-0.54","2046"
"BPCL","2019-01-22","368","368","364","366","-0.54","3795"
"BPCL","2019-01-23","366","368","363","368","0.55","1315"
"BPCL","2019-01-24","368","370","367","368","0.00","1297"
"BPCL","2019-01-27","368","368","363","364","-1.09","1447"
"BPCL","2019-01-28","364","368","362","363","-0.27","2422"
"BPCL","2019-01-29","363","364","361","362","-0.28","1700"
"BPCL","2019-01-30","362","368","359","362","0.00","7639"
"BPCL","2019-01-31","362","363","360","360","-0.55","4384"
"BPCL","2019-02-03","358","360","356","356","-1.11","2935"
"BPCL","2019-02-04","353","356","349","350","-1.69","2905"
"BPCL","2019-02-05","345","370","345","370","5.71","1160"
"BPCL","2019-02-06","365","370","349","359","-2.97","2068"
"BPCL","2019-02-07","354","359","350","350","-2.51","2326"
"BPCL","2019-02-10","357","357","344","344","-1.71","2780"
"BPCL","2019-02-11","344","348","343","344","0.00","840"
"BPCL","2019-02-12","377","377","344","355","3.20","1680"
"BPCL","2019-02-13","350","355","349","349","-1.69","4167"
"BPCL","2019-02-14","343","349","343","348","-0.29","5028"
"BPCL","2019-02-17","348","350","343","343","-1.44","1690"
"BPCL","2019-02-18","339","344","339","340","-0.87","3151"
"BPCL","2019-02-19","338","350","338","350","2.94","820"
"BPCL","2019-02-20","345","350","345","345","-1.43","375"
"BPCL","2019-02-21","345","346","342","345","0.00","816"
"BPCL","2019-02-24","345","350","345","347","0.58","819"
"BPCL","2019-02-25","347","347","345","346","-0.29","1419"
"BPCL","2019-02-26","344","346","336","340","-1.73","10693"
"BPCL","2019-02-27","342","344","335","338","-0.59","8306"
"BPCL","2019-03-03","338","338","332","336","-0.59","2672"
"BPCL","2019-03-05","340","346","336","340","1.19","1252"
"BPCL","2019-03-06","340","342","337","342","0.59","2470"
"BPCL","2019-03-07","342","350","342","350","2.34","2020"
"BPCL","2019-03-09","346","350","345","345","-1.43","230"
"BPCL","2019-03-10","346","350","345","345","-1.43","230"
"BPCL","2019-03-11","346","360","345","360","4.35","3530"
"BPCL","2019-03-12","367","374","360","370","2.78","16360"
"BPCL","2019-03-13","364","370","355","361","-2.43","4541"
"BPCL","2019-03-14","361","366","356","365","1.39","1210"
"BPCL","2019-03-17","365","372","362","366","0.27","2045"
"BPCL","2019-03-18","365","368","363","364","-0.55","3831"
"BPCL","2019-03-19","362","363","355","355","-2.47","3130"
"BPCL","2019-03-21","362","362","356","356","0.28","2689"
"BPCL","2019-03-24","353","360","353","357","0.28","1583"
"BPCL","2019-03-25","356","360","355","360","0.84","2560"
"BPCL","2019-03-26","357","360","354","360","0.00","4575"
"BPCL","2019-03-27","360","360","356","358","-0.56","2315"
"BPCL","2019-03-28","355","360","355","360","0.56","2907"
"BPCL","2019-03-31","360","360","354","355","-1.39","5239"
"BPCL","2019-04-01","355","362","354","362","1.97","4419"
"BPCL","2019-04-02","356","363","356","356","-1.66","4045"
"BPCL","2019-04-03","357","361","357","361","1.40","2976"
"BPCL","2019-04-04","355","360","354","358","-0.83","6629"
"BPCL","2019-04-07","354","361","354","357","-0.28","1681"
"BPCL","2019-04-08","357","368","356","360","0.84","3482"
"BPCL","2019-04-09","353","364","358","360","0.00","1203"
"BPCL","2019-04-10","358","360","358","358","-0.56","2522"
"BPCL","2019-04-11","358","360","356","360","0.56","2702"
"BPCL","2019-04-15","356","359","356","359","-0.28","514"
"BPCL","2019-04-16","360","365","358","360","0.28","3699"
"BPCL","2019-04-17","360","378","355","369","2.50","18524"
"BPCL","2019-04-18","364","368","364","364","-1.36","2948"
"BPCL","2019-04-21","361","365","361","362","-0.55","3650"
"BPCL","2019-04-22","361","369","361","363","0.28","4071"
"BPCL","2019-04-23","360","361","358","360","-0.83","1653"
"BPCL","2019-04-24","354","365","354","358","-0.56","4731"
"BPCL","2019-04-25","358","372","353","366","2.23","17470"
"BPCL","2019-04-28","368","393","367","381","4.10","15411"
"BPCL","2019-04-29","387","388","370","381","0.00","12934"
"BPCL","2019-04-30","375","409","375","395","3.67","35326"
"BPCL","2019-05-02","402","402","382","390","-1.27","9805"
"BPCL","2019-05-05","383","390","372","372","-4.62","5950"
"BPCL","2019-05-06","375","377","370","375","0.81","17231"
"BPCL","2019-05-07","375","380","353","380","1.33","52806"
"BPCL","2019-05-08","373","374","365","373","-1.84","4671"
"BPCL","2019-05-09","367","373","366","367","-1.61","10525"
"BPCL","2019-05-12","367","375","361","371","1.09","4091"
"BPCL","2019-05-13","372","390","367","383","3.23","61657"
"BPCL","2019-05-14","385","396","378","385","0.52","22697"
"BPCL","2019-05-15","391","397","385","388","0.78","23230"
"BPCL","2019-05-16","395","395","383","388","0.00","14906"
"BPCL","2019-05-19","384","418","384","405","4.38","82547"
"BPCL","2019-05-20","413","437","403","428","5.68","105890"
"BPCL","2019-05-21","430","459","425","448","4.67","135510"
"BPCL","2019-05-22","452","456","439","444","-0.89","99027"
"BPCL","2019-05-23","444","444","417","424","-4.50","49386"
"BPCL","2019-05-26","432","432","417","418","-1.42","18695"
"BPCL","2019-05-27","415","429","415","420","0.48","16358"
"BPCL","2019-05-28","427","428","417","420","0.00","17711"
"BPCL","2019-05-29","420","436","420","429","2.14","17746"
"BPCL","2019-05-30","437","445","425","425","-0.93","43409"
"BPCL","2019-06-02","430","430","416","416","-2.12","13481"
"BPCL","2019-06-03","412","419","412","414","-0.48","12101"
"BPCL","2019-06-04","410","419","410","411","-0.72","10618"
"BPCL","2019-06-06","410","419","407","408","-0.73","12774"
"BPCL","2019-06-10","410","415","402","402","-1.47","11159"
"BPCL","2019-06-11","408","409","402","407","1.24","17095"
"BPCL","2019-06-12","403","407","402","405","-0.49","4193"
"BPCL","2019-06-13","408","411","400","406","0.25","5112"
"BPCL","2019-06-16","400","407","400","404","-0.49","3207"
"BPCL","2019-06-17","405","410","401","406","0.50","4353"
"BPCL","2019-06-18","406","407","402","403","-0.74","6306"
"BPCL","2019-06-19","409","410","402","402","-0.25","4995"
"BPCL","2019-06-20","400","407","400","406","1.00","6958"
"BPCL","2019-06-23","414","414","396","402","-0.99","3783"
"BPCL","2019-06-24","400","406","400","404","0.50","2561"
"BPCL","2019-06-25","404","408","403","405","0.25","5259"
"BPCL","2019-06-26","400","407","400","404","-0.25","4103"
"BPCL","2019-06-27","403","405","399","405","0.25","5956"
"BPCL","2019-06-30","403","403","395","395","-2.47","6625"
"BPCL","2019-07-01","400","400","394","397","0.51","741"
"BPCL","2019-07-02","400","407","396","405","2.02","5045"
"BPCL","2019-07-03","402","409","401","407","0.49","1793"
"BPCL","2019-07-04","404","407","401","401","-1.47","4722"
"BPCL","2019-07-07","405","408","403","408","1.75","5938"
"BPCL","2019-07-08","408","408","401","408","0.00","2533"
"BPCL","2019-07-09","408","414","403","410","0.49","7625"
"BPCL","2019-07-10","410","410","407","407","-0.73","5830"
"BPCL","2019-07-11","409","409","400","401","-1.47","4618"
"BPCL","2019-07-14","398","404","398","401","0.00","2542"
"BPCL","2019-07-15","410","410","398","409","2.00","4457"
"BPCL","2019-07-16","429","429","400","409","0.00","182"
"BPCL","2019-07-17","405","415","403","413","0.98","6919"
"BPCL","2019-07-18","410","421","406","411","-0.48","6658"
"BPCL","2019-07-21","415","415","401","409","-0.49","4920"
"BPCL","2019-07-22","407","413","407","413","0.98","2161"
"BPCL","2019-07-23","416","416","408","408","-1.21","1863"
"BPCL","2019-07-24","411","414","405","405","-0.74","6362"
"BPCL","2019-07-25","406","414","405","405","0.00","8605"
"BPCL","2019-07-28","405","405","400","404","-0.25","3151"
"BPCL","2019-07-29","410","410","402","404","0.00","6833"
"BPCL","2019-07-30","410","412","402","406","0.50","5687"
"BPCL","2019-07-31","406","409","403","406","0.00","7173"
"BPCL","2019-08-01","411","411","403","404","-0.49","15191"
"BPCL","2019-08-04","404","405","402","402","-0.50","6207"
"BPCL","2019-08-05","402","405","397","400","-0.50","7004"
"BPCL","2019-08-06","400","403","395","395","-1.25","16950"
"BPCL","2019-08-07","395","404","392","398","0.76","4670"
"BPCL","2019-08-08","394","398","394","394","-1.01","4335"
"BPCL","2019-08-11","394","396","388","390","-1.02","7453"
"BPCL","2019-08-12","390","394","387","393","0.77","2380"
"BPCL","2019-08-13","395","395","390","391","-0.51","6337"
"BPCL","2019-08-14","392","392","387","388","-0.77","1640"
"BPCL","2019-08-15","392","394","386","390","0.52","1915"
"BPCL","2019-08-18","391","391","386","386","-1.03","1106"
"BPCL","2019-08-19","388","400","385","396","2.59","5384"
"BPCL","2019-08-20","393","394","385","390","-1.52","2453"
"BPCL","2019-08-21","389","392","386","392","0.51","958"
"BPCL","2019-08-22","391","391","384","384","-2.04","5998"
"BPCL","2019-08-25","382","388","382","383","-0.26","2145"
"BPCL","2019-08-26","383","384","377","384","0.26","3693"
"BPCL","2019-08-27","380","395","380","392","2.08","3779"
"BPCL","2019-08-28","395","395","381","388","-1.02","4658"
"BPCL","2019-08-29","386","388","383","384","-1.03","2365"
"BPCL","2019-09-01","384","385","380","380","-1.04","2323"
"BPCL","2019-09-02","380","380","363","380","0.00","16272"
"BPCL","2019-09-03","380","393","370","390","2.63","4978"
"BPCL","2019-09-04","383","388","380","380","-2.56","7356"
"BPCL","2019-09-05","375","387","375","380","0.00","1654"
"BPCL","2019-09-08","380","384","377","384","1.05","860"
"BPCL","2019-09-09","386","386","369","382","-0.52","3194"
"BPCL","2019-09-10","382","385","369","377","-1.31","3926"
"BPCL","2019-09-11","378","378","371","375","-0.53","8907"
"BPCL","2019-09-12","370","375","370","374","-0.27","5129"
"BPCL","2019-09-15","370","375","358","367","-1.87","11980"
"BPCL","2019-09-16","385","385","353","357","-2.72","2601"
"BPCL","2019-09-17","350","372","350","367","2.80","5774"
"BPCL","2019-09-18","374","375","365","375","2.18","3852"
"BPCL","2019-09-19","378","378","363","366","-2.40","10105"
"BPCL","2019-09-22","361","365","356","360","-1.64","6962"
"BPCL","2019-09-23","360","364","358","362","0.56","1988"
"BPCL","2019-09-24","356","364","356","357","-1.38","2153"
"BPCL","2019-09-26","353","357","352","357","0.85","1285"
"BPCL","2019-09-29","355","359","354","359","0.56","1987"
"BPCL","2019-09-30","356","359","356","358","-0.28","1850"
"BPCL","2019-10-01","358","362","358","361","0.84","6566"
"BPCL","2019-10-02","368","368","355","355","-1.66","2291"
"BPCL","2019-10-03","355","362","355","362","1.97","188"
"BPCL","2019-10-10","362","365","361","365","0.83","103"
"BPCL","2019-10-14","359","363","354","363","-0.55","6353"
"BPCL","2019-10-15","363","368","362","366","0.83","1415"
"BPCL","2019-10-16","361","363","358","363","-0.82","2801"
"BPCL","2019-10-17","357","364","357","364","0.28","2428"
"BPCL","2019-10-20","358","364","357","362","-0.55","705"
"BPCL","2019-10-21","357","360","357","358","-1.10","1744"
"BPCL","2019-10-22","358","365","356","365","1.96","1249"
"BPCL","2019-10-23","365","367","358","367","0.55","1203"
"BPCL","2019-10-24","365","370","363","368","0.27","3953"
"BPCL","2019-10-31","365","368","361","367","-0.27","10738"
"BPCL","2019-11-03","361","364","357","364","-0.82","5061"
"BPCL","2019-11-04","363","368","358","368","1.10","3596"
"BPCL","2019-11-05","364","369","363","369","0.27","1304"
"BPCL","2019-11-06","368","372","362","370","0.27","1284"
"BPCL","2019-11-07","370","370","358","368","-0.54","10335"
"BPCL","2019-11-10","361","367","355","357","-2.99","5189"
"BPCL","2019-11-11","355","367","355","367","2.80","1739"
"BPCL","2019-11-12","365","370","355","359","-2.18","4479"
"BPCL","2019-11-13","359","360","355","358","-0.28","3650"
"BPCL","2019-11-14","358","360","355","357","-0.28","1901"
"BPCL","2019-11-17","354","354","349","350","-1.96","8784"
"BPCL","2019-11-18","349","353","348","353","0.86","1196"
"BPCL","2019-11-19","347","351","347","347","-1.70","2267"
"BPCL","2019-11-20","347","351","347","347","0.00","2925"
"BPCL","2019-11-21","347","348","343","347","0.00","3746"
"BPCL","2019-11-24","345","353","342","343","-1.15","1829"
"BPCL","2019-11-25","342","349","342","345","0.58","587"
"BPCL","2019-11-26","342","343","341","341","-1.16","453"
"BPCL","2019-11-27","340","348","340","348","2.05","1332"
"BPCL","2019-11-28","342","345","342","344","-1.15","1697"
"BPCL","2019-12-01","342","344","340","342","-0.58","1389"
"BPCL","2019-12-02","342","343","330","330","-3.51","7279"
"BPCL","2019-12-03","330","336","329","334","1.21","6535"
"BPCL","2019-12-04","340","351","333","334","0.00","4056"
"BPCL","2019-12-05","338","339","332","334","0.00","3538"
"BPCL","2019-12-08","332","346","331","343","2.69","6247"
"BPCL","2019-12-09","342","365","342","360","4.96","32400"
"BPCL","2019-12-10","367","367","356","357","-0.83","22305"
"BPCL","2019-12-11","357","360","352","360","0.84","11731"
"BPCL","2019-12-12","360","375","353","366","1.67","32341"
"BPCL","2019-12-15","360","361","357","359","-1.91","2224"
"BPCL","2019-12-16","357","360","352","354","-0.84","5846"
"BPCL","2019-12-17","351","360","351","357","0.85","2256"
"BPCL","2019-12-18","361","361","352","353","-1.12","3098"
"BPCL","2019-12-19","352","360","352","357","1.13","5702"
"BPCL","2019-12-22","355","357","353","356","-0.28","9655"
"BPCL","2019-12-23","356","357","352","355","-0.28","8955"
"BPCL","2019-12-24","360","364","350","352","-0.85","80343"
"BPCL","2019-12-25","315","315","305","309","-3.44","9101"
"BPCL","2019-12-26","315","315","301","302","-2.27","8548"
"BPCL","2019-12-29","308","308","300","303","0.33","4607"
"BPCL","2019-12-30","300","308","300","304","0.33","1941"
"BPCL","2019-12-31","310","310","300","303","-0.33","2446"
"BPCL","2020-01-01","303","305","300","302","-0.33","3358"
"BPCL","2020-01-02","302","303","300","302","0.00","6109"
"BPCL","2020-01-05","302","311","302","308","1.99","3361"
"BPCL","2020-01-06","311","314","305","308","0.00","5250"
"BPCL","2020-01-07","307","314","307","310","0.65","9686"
"BPCL","2020-01-08","309","310","307","309","-0.32","3209"
"BPCL","2020-01-09","310","310","305","309","0.00","11483"
"BPCL","2020-01-12","310","320","310","317","2.59","13550"
"BPCL","2020-01-13","323","342","318","336","5.99","43912"
"BPCL","2020-01-14","330","337","319","328","-2.38","10056"
"BPCL","2020-01-15","328","333","324","329","0.30","6037"
"BPCL","2020-01-16","335","335","324","332","0.91","8907"
"BPCL","2020-01-19","335","356","329","340","2.41","28640"
"BPCL","2020-01-20","340","343","328","328","-3.53","14719"
"BPCL","2020-01-21","335","335","320","327","-1.51","4586"
"BPCL","2020-01-22","327","328","321","325","-0.61","4197"
"BPCL","2020-01-23","321","328","319","328","0.92","4135"
"BPCL","2020-01-26","322","334","316","316","-3.66","4164"
"BPCL","2020-01-27","323","323","316","322","1.26","5431"
"BPCL","2020-01-28","322","322","317","317","-1.55","6302"
"BPCL","2020-01-29","317","321","316","318","0.32","5052"
"BPCL","2020-01-30","316","325","316","323","1.57","6034"
"BPCL","2020-02-02","321","331","321","326","0.93","10099"
"BPCL","2020-02-03","324","353","324","346","4.85","48478"
"BPCL","2020-02-04","348","353","332","332","-4.05","20395"
"BPCL","2020-02-05","332","340","332","335","0.90","6676"
"BPCL","2020-02-06","335","337","329","334","-0.30","7414"
"BPCL","2020-02-09","328","329","323","327","-2.10","10196"
"BPCL","2020-02-10","333","333","322","330","0.92","1902"
"BPCL","2020-02-11","336","350","332","335","1.52","18492"
"BPCL","2020-02-12","341","345","336","336","0.30","20106"
"BPCL","2020-02-13","342","348","335","338","0.60","13174"
"BPCL","2020-02-16","339","339","336","336","-0.59","8810"
"BPCL","2020-02-17","345","356","339","350","3.24","61077"
"BPCL","2020-02-18","354","355","340","347","-0.86","25909"
"BPCL","2020-02-19","350","362","349","361","4.03","39456"
"BPCL","2020-02-20","361","396","361","396","9.70","40433"
"BPCL","2020-02-23","402","429","393","405","2.27","74224"
"BPCL","2020-02-24","405","411","388","395","-2.47","39083"
"BPCL","2020-02-25","390","405","385","403","2.03","41452"
"BPCL","2020-02-26","408","414","402","403","0.00","45997"
"BPCL","2020-02-27","404","409","390","399","-0.99","48106"
"BPCL","2020-03-01","399","408","390","396","-0.75","37520"
"BPCL","2020-03-02","390","395","380","380","-4.04","21389"
"BPCL","2020-03-03","380","388","352","385","1.32","30654"
"BPCL","2020-03-04","380","380","360","364","-5.45","24759"
"BPCL","2020-03-05","363","368","354","360","-1.10","14606"
"BPCL","2020-03-10","353","354","340","340","-5.56","10952"
"BPCL","2020-03-11","337","358","337","353","3.82","13564"
"BPCL","2020-03-12","360","360","345","350","-0.85","17709"
"BPCL","2020-03-15","343","345","328","330","-5.71","21930"
"BPCL","2020-03-16","330","344","326","332","0.61","10560"
"BPCL","2020-03-17","330","333","325","325","-2.11","14772"
"BPCL","2020-03-18","322","336","309","321","-1.23","12417"
"BPCL","2020-03-19","313","330","312","326","2.52","15644"
"BPCL","2020-03-22","321","330","320","330","1.23","1300"
"BPCL","2020-05-12","324","324","321","321","-2.73","320"
"BPCL","2020-05-13","315","315","312","312","-2.80","74"
"BPCL","2020-06-30","308","332","302","332","6.41","2361"
"BPCL","2020-07-01","338","365","338","365","9.94","2101"
"BPCL","2020-07-02","372","377","334","334","-8.49","2971"
"BPCL","2020-07-05","328","350","322","336","0.60","10368"
"BPCL","2020-07-06","330","351","330","345","2.68","5917"
"BPCL","2020-07-07","350","361","347","357","3.48","12808"
"BPCL","2020-07-08","352","365","342","360","0.84","7859"
"BPCL","2020-07-09","354","367","353","357","-0.83","16358"
"BPCL","2020-07-12","364","370","353","356","-0.28","10109"
"BPCL","2020-07-13","350","356","349","353","-0.84","7854"
"BPCL","2020-07-14","353","360","352","357","1.13","8366"
"BPCL","2020-07-15","358","364","355","359","0.56","15645"
"BPCL","2020-07-16","366","368","360","365","1.67","38990"
"BPCL","2020-07-19","372","379","372","379","3.84","20"
"BPCL","2020-07-20","397","400","369","374","-1.32","20188"
"BPCL","2020-07-21","380","380","325","364","-2.67","25869"
"BPCL","2020-07-22","357","366","354","356","-2.20","16550"
"BPCL","2020-07-23","356","362","352","358","0.56","11977"
"BPCL","2020-07-26","358","372","358","367","2.51","18713"
"BPCL","2020-07-27","374","374","364","367","0.00","8208"
"BPCL","2020-07-28","362","367","360","364","-0.82","9745"
"BPCL","2020-07-29","357","363","355","356","-2.20","20473"
"BPCL","2020-07-30","349","363","349","358","0.56","12071"
"BPCL","2020-08-02","358","361","350","351","-1.96","15346"
"BPCL","2020-08-03","345","355","345","355","1.14","8905"
"BPCL","2020-08-05","348","355","346","355","0.00","12116"
"BPCL","2020-08-06","346","350","344","350","-0.28","6164"
"BPCL","2020-08-09","345","357","343","351","0.29","4395"
"BPCL","2020-08-10","355","360","352","360","2.56","8708"
"BPCL","2020-08-11","366","366","358","358","-0.56","3300"
"BPCL","2020-08-12","356","362","356","362","1.12","6546"
"BPCL","2020-08-13","355","380","355","365","0.83","19372"
"BPCL","2020-08-16","358","367","356","364","-0.27","14507"
"BPCL","2020-08-17","364","365","360","364","0.00","7156"
"BPCL","2020-08-18","357","365","357","361","-0.82","17907"
"BPCL","2020-08-19","360","360","355","358","-0.83","6332"
"BPCL","2020-08-20","352","361","352","360","0.56","3036"
"BPCL","2020-08-23","356","362","355","360","0.00","7955"
"BPCL","2020-08-24","378","378","360","363","0.83","14215"
"BPCL","2020-08-25","365","367","362","364","0.28","11682"
"BPCL","2020-08-26","363","372","362","370","1.65","23258"
"BPCL","2020-08-27","388","388","365","366","-1.08","17343"
"BPCL","2020-08-30","366","366","361","366","0.00","5080"
"BPCL","2020-08-31","366","382","364","379","3.55","39647"
"BPCL","2020-09-02","385","404","374","399","5.28","85388"
"BPCL","2020-09-03","409","415","378","383","-4.01","67715"
"BPCL","2020-09-06","390","402","377","379","-1.04","33506"
"BPCL","2020-09-07","397","397","369","380","0.26","36820"
"BPCL","2020-09-08","380","394","376","389","2.37","24435"
"BPCL","2020-09-09","391","397","386","386","-0.77","40419"
"BPCL","2020-09-10","392","396","383","390","1.04","30677"
"BPCL","2020-09-13","391","395","388","393","0.77","39277"
"BPCL","2020-09-14","412","412","391","400","1.78","113081"
"BPCL","2020-09-15","400","405","396","397","-0.75","42188"
"BPCL","2020-09-16","404","406","394","403","1.51","60629"
"BPCL","2020-09-17","405","429","400","420","4.22","123759"
"BPCL","2020-09-20","425","430","405","406","-3.33","39196"
"BPCL","2020-09-21","409","410","398","405","-0.25","49380"
"BPCL","2020-09-22","408","408","396","397","-1.98","40532"
"BPCL","2020-09-23","397","403","395","401","1.01","26635"
"BPCL","2020-09-24","395","413","395","405","1.00","62773"
"BPCL","2020-09-27","407","417","405","406","0.25","37384"
"BPCL","2020-09-28","407","412","401","401","-1.23","19179"
"BPCL","2020-09-29","421","421","398","406","1.25","39916"
"BPCL","2020-09-30","401","405","399","403","-0.74","21499"
"BPCL","2020-10-01","401","407","396","401","-0.50","42918"
"BPCL","2020-10-04","421","421","400","401","0.00","18274"
"BPCL","2020-10-05","402","408","399","404","0.50","27611"
"BPCL","2020-10-06","424","424","401","413","2.23","105324"
"BPCL","2020-10-07","433","433","415","423","2.42","185951"
"BPCL","2020-10-08","423","430","412","415","-1.89","73662"
"BPCL","2020-10-11","411","416","407","407","-1.93","33301"
"BPCL","2020-10-12","410","412","405","407","0.00","33127"
"BPCL","2020-10-13","415","415","402","406","-0.25","17860"
"BPCL","2020-10-14","426","426","400","402","-0.99","24829"
"BPCL","2020-10-15","402","409","401","401","-0.25","9957"
"BPCL","2020-10-18","400","401","395","400","-0.25","13567"
"BPCL","2020-10-19","400","406","398","406","1.50","5936"
"BPCL","2020-10-20","406","411","406","410","0.99","10809"
"BPCL","2020-10-21","430","430","407","410","0.00","15450"
"BPCL","2020-10-22","430","430","407","410","0.00","24476"
"BPCL","2020-10-28","403","415","403","410","0.00","15823"
"BPCL","2020-10-29","402","418","402","413","0.73","25161"
"BPCL","2020-11-01","433","433","411","412","-0.24","35543"
"BPCL","2020-11-02","415","423","411","413","0.24","16009"
"BPCL","2020-11-03","412","415","412","414","0.24","15777"
"BPCL","2020-11-04","416","416","412","415","0.24","16150"
"BPCL","2020-11-05","414","415","408","412","-0.72","32935"
"BPCL","2020-11-08","410","417","408","413","0.24","31438"
"BPCL","2020-11-09","410","416","410","411","-0.48","37594"
"BPCL","2020-11-10","411","414","410","412","0.24","32577"
"BPCL","2020-11-11","415","417","410","414","0.49","30510"
"BPCL","2020-11-12","420","420","411","414","--","26792"
"BPCL","2020-11-18","406","413","404","410","0.00","35148"
"BPCL","2020-11-19","409","414","408","413","0.00","39852"
"BPCL","2020-11-22","413","420","407","411","-0.00","60171"
"BPCL","2020-11-23","412","415","410","413","0.00","19950"
"BPCL","2020-11-24","413","438","411","429","0.04","124794"
"BPCL","2020-11-25","408","455","408","430","0.00","77250"
"BPCL","2020-11-26","428","443","428","428","0.00","160526"
"BPCL","2020-11-29","428","455","428","434","0.01","110090"
"BPCL","2020-11-30","438","461","438","450","0.04","142037"
"BPCL","2020-12-01","456","463","445","445","-0.01","105227"
"BPCL","2020-12-02","450","456","441","450","0.01","127690"
"BPCL","2020-12-03","459","479","450","463","0.03","238817"
"BPCL","2020-12-06","463","472","449","450","-0.03","140496"
"BPCL","2020-12-07","450","468","438","460","0.02","62035"
"BPCL","2020-12-08","464","478","460","465","0.01","102890"
"BPCL","2020-12-09","465","468","450","451","-0.03","50870"
"BPCL","2020-12-10","445","454","444","450","-0.00","47854"
"BPCL","2020-12-13","450","459","445","452","0.00","44494"
"BPCL","2020-12-14","452","459","451","454","0.00","48397"
"BPCL","2020-12-15","450","465","450","454","0.00","33720"
"BPCL","2020-12-16","454","460","448","449","-0.01","41778"
"BPCL","2020-12-17","449","454","446","447","-0.00","28813"
"BPCL","2020-12-20","455","475","442","448","0.00","218910"
"BPCL","2020-12-21","450","463","441","453","0.01","79751"
"BPCL","2020-12-22","458","460","450","453","0.00","90248"
"BPCL","2020-12-23","460","469","449","452","-0.00","50632"
"BPCL","2020-12-24","452","455","444","445","-0.02","52117"
"BPCL","2020-12-27","453","453","443","445","0.00","31458"
"BPCL","2020-12-28","444","446","439","440","-0.01","44910"
"BPCL","2020-12-29","462","462","438","439","-0.00","25445"
"BPCL","2020-12-30","430","446","430","438","-0.00","44184"
"BPCL","2020-12-31","440","448","440","445","0.02","137976"
"BPCL","2021-01-03","404","404","392","396","-0.02","53682"
"BPCL","2021-01-04","399","403","398","399","0.01","53885"
"BPCL","2021-01-05","399","404","392","398","-0.00","40196"
"BPCL","2021-01-06","401","405","396","398","0.00","29686"
"BPCL","2021-01-07","397","400","396","396","-0.01","34753"
"BPCL","2021-01-10","396","403","394","397","0.00","45545"
"BPCL","2021-01-11","403","407","399","402","0.01","44690"
"BPCL","2021-01-12","404","405","402","403","0.00","28558"
"BPCL","2021-01-13","384","413","384","411","0.02","41770"
"BPCL","2021-01-17","431","431","404","405","-0.01","39632"
"BPCL","2021-01-18","406","408","402","403","-0.00","40180"
"BPCL","2021-01-19","406","406","398","399","-0.01","36635"
"BPCL","2021-01-20","380","409","380","402","0.01","65644"
"BPCL","2021-01-21","408","408","399","402","0.00","34537"
"BPCL","2021-01-24","407","413","405","406","0.01","81769"
"BPCL","2021-01-25","408","413","404","407","0.00","50293"
"BPCL","2021-01-26","407","413","403","405","-0.00","39722"
"BPCL","2021-01-27","403","410","403","405","0.00","32455"
"BPCL","2021-01-28","408","410","398","400","-0.01","42658"
"BPCL","2021-01-31","393","401","391","393","-0.02","36126"
"BPCL","2021-02-01","400","401","397","398","0.01","18877"
"BPCL","2021-02-02","405","405","397","401","0.01","54608"
"BPCL","2021-02-03","404","438","400","416","0.04","139813"
"BPCL","2021-02-04","416","420","412","418","0.00","56246"
"BPCL","2021-02-07","418","448","418","439","0.05","226859"
"BPCL","2021-02-08","447","455","432","437","-0.00","99735"
"BPCL","2021-02-09","458","458","422","425","-0.03","32820"
"BPCL","2021-02-10","417","419","400","413","-0.03","127603"
"BPCL","2021-02-11","409","414","404","407","-0.01","69935"
"BPCL","2021-02-14","401","413","399","405","-0.00","55818"
"BPCL","2021-02-15","410","413","406","410","0.01","58173"
"BPCL","2021-02-16","417","417","401","404","-0.01","59908"
"BPCL","2021-02-17","404","407","402","404","0.00","47675"
"BPCL","2021-02-18","404","406","402","404","0.00","34879"
"BPCL","2021-02-21","424","424","402","407","0.01","58361"
"BPCL","2021-02-22","410","414","392","404","-0.74","107200"
"BPCL","2021-02-23","424","424","399","402","-0.50","49004"
"BPCL","2021-02-24","422","422","391","404","0.50","48575"
"BPCL","2021-02-25","410","410","400","400","0.00","29632"
"BPCL","2021-02-28","405","405","393","394","-1.50","42617"
"BPCL","2021-03-01","390","402","390","397","0.00","24846"
"BPCL","2021-03-02","397","400","392","394","-0.76","36994"
"BPCL","2021-03-03","392","395","387","387","-1.78","37667"
"BPCL","2021-03-04","393","400","389","400","3.36","42349"
"BPCL","2021-03-08","393","412","393","400","0.00","23884"
"BPCL","2021-03-09","393","398","392","394","-1.50","13960"
"BPCL","2021-03-10","394","399","392","392","-0.51","14977"
"BPCL","2021-03-14","392","396","389","390","-0.51","18671"
"BPCL","2021-03-15","389","393","387","388","-0.51","26208"
"BPCL","2021-03-16","387","393","386","388","0.00","14073"
"BPCL","2021-03-17","386","394","383","389","0.26","11690"
"BPCL","2021-03-18","408","408","391","392","0.77","15459"
"BPCL","2021-03-21","411","411","388","393","0.26","20878"
"BPCL","2021-03-22","393","400","392","396","0.76","22486"
